"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","1994","1994",32.43,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","1997","1997",27.24,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","1999","1999",27.96,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2002","2002",28.58,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2003","2003",26.27,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2004","2004",25.46,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2005","2005",22.73125,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2008","2008",18.1,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2009","2009",18.29,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2010","2010",14.45269,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2011","2011",17.97,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2012","2012",18.68,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2013","2013",17.94,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2014","2014",16.95,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COL","Colombia","2015","2015",13.20042,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COG","Congo","2005","2005",42.73638,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","COG","Congo","2012","2012",31.28408,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","1990","1990",46.79,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","1992","1992",42.51,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","1994","1994",41.65,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","1997","1997",40.83,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","1999","1999",37.03,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2002","2002",27.66,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2004","2004",22.82,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2005","2005",20.43,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2006","2006",22.44,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2007","2007",20.09,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2008","2008",19.65,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2009","2009",16.46,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2010","2010",17.59,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2011","2011",24.23949,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2012","2012",14.61,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2013","2013",12.9,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CRI","Costa Rica","2014","2014",10.46,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CIV","Côte d'Ivoire","2006","2006",66.55663,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","CIV","Côte d'Ivoire","2012","2012",61.69461,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2002","2002",13.13,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2004","2004",11.89,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2005","2005",11.71,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2006","2006",12.73,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2007","2007",21.99331,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2008","2008",12.37,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2009","2009",12.51,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2010","2010",13.98,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2011","2011",11.4,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2012","2012",11.74,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2013","2013",16.76874,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","DOM","Dominican Republic","2014","2014",16.00826,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2000","2000",36.04,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2001","2001",36.11,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2004","2004",32.45,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2005","2005",30.47,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2006","2006",28.19,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2007","2007",26.43,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2008","2008",24.95,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2009","2009",23.48,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2010","2010",18.68,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2011","2011",18.62,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2013","2013",15.65,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","ECU","Ecuador","2014","2014",16.23,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","EGY","Egypt","2005","2005",38.11557,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","EGY","Egypt","2009","2009",37.72698,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","EGY","Egypt","2014","2014",27.74554,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","1995","1995",47.73,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","1997","1997",41.71,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","1999","1999",42.86,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","2000","2000",42.7,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","2001","2001",38.72,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","2004","2004",36.89,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","2009","2009",33.98,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","2010","2010",33.54,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","2012","2012",31.77,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","2013","2013",31.17,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","SLV","El Salvador","2014","2014",31.9,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","GMB","Gambia","2006","2006",47.24384,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","GMB","Gambia","2013","2013",53.85913,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","GHA","Ghana","2009","2009",29.53556,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","GHA","Ghana","2015","2015",40.09342,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","GUY","Guyana","2006","2006",50.58659,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","GUY","Guyana","2009","2009",43.89495,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","GUY","Guyana","2014","2014",37.30987,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","IDN","Indonesia","2003","2003",53.1273,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","IDN","Indonesia","2008","2008",52.61451,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","KEN","Kenya","2003","2003",22.07152,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","KEN","Kenya","2008","2008",18.46136,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","KEN","Kenya","2014","2014",20.43084,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","LSO","Lesotho","2005","2005",46.63409,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","LSO","Lesotho","2009","2009",43.68811,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","LSO","Lesotho","2014","2014",41.08342,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","LBR","Liberia","2007","2007",23.0953,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","LBR","Liberia","2013","2013",27.64291,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MKD","The former Yugoslav Republic of Macedonia","2011","2011",16.24622,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MDG","Madagascar","2009","2009",55.81104,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MLI","Mali","2006","2006",74.58792,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MLI","Mali","2013","2013",65.11491,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MLI","Mali","2015","2015",68.0936,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MNG","Mongolia","2006","2006",19.5528,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MNG","Mongolia","2014","2014",12.59022,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MOZ","Mozambique","2003","2003",52.67807,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MOZ","Mozambique","2008","2008",51.44172,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","MOZ","Mozambique","2011","2011",54.07777,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","NAM","Namibia","2007","2007",50.1385,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","NAM","Namibia","2013","2013",41.19244,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","NPL","Nepal","2007","2007",33.69485,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","NPL","Nepal","2011","2011",19.67439,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","NPL","Nepal","2014","2014",16.17721,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","NPL","Nepal","2016","2016",22.72597,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","NER","Niger","2006","2006",87.29416,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","NER","Niger","2012","2012",88.21968,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2001","2001",26.61,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2002","2002",25.44,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2003","2003",23.79,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2004","2004",22.27,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2005","2005",21.24,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2006","2006",22.59,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2007","2007",21.76,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2008","2008",22.08,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2009","2009",19.83,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2010","2010",20.13,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2011","2011",19.73,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2013","2013",17.33,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PAN","Panama","2014","2014",16.47,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","1999","1999",38.73,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2001","2001",36.09,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2003","2003",31.93,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2004","2004",29.82,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2005","2005",27.97,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2007","2007",29.53,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2008","2008",27.24,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2009","2009",26.74,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2010","2010",28.91,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2011","2011",22.38,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2012","2012",21.08,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2013","2013",18.64,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2014","2014",20.72,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PRY","Paraguay","2016","2016",22.73818,,
"ROFST_H_3","Rate of out-of-school youth of upper secondary school age, both sexes (household survey data) (%)","PER","Peru","1997","1997",23.85,,
