"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","1976","1976",47.55973,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","1977","1977",47.49121,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","1978","1978",47.42187,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","1979","1979",47.33289,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","1981","1981",45.78056,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","1982","1982",45.52778,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","1998","1998",44.03548,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","1999","1999",42.03925,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2000","2000",42.38828,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2001","2001",42.8692,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2002","2002",38.69458,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2003","2003",32.42494,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2004","2004",24.94254,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2005","2005",22.18543,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2006","2006",35.71827,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2007","2007",38.07763,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2008","2008",39.16475,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",39.42843,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",40.75528,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",45.16752,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",47.34937,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",42.46443,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","1977","1977",47.66851,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","1993","1993",65.30308,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","1999","1999",16.35903,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2000","2000",32.10142,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2001","2001",27.86575,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2002","2002",29.62846,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2009","2009",37.17314,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2010","2010",44.26239,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2011","2011",43.64254,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2012","2012",46.26449,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2013","2013",45.0118,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2014","2014",45.45689,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","BEL","Belgium","2015","2015",43.52129,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","IRQ","Iraq","1999","1999",54.65123,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","IRQ","Iraq","2000","2000",54.21303,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","IRQ","Iraq","2003","2003",54.81612,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","IRQ","Iraq","2004","2004",57.21727,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","IRQ","Iraq","2007","2007",56.6639,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1970","1970",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1971","1971",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1972","1972",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1973","1973",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1974","1974",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1975","1975",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1976","1976",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1977","1977",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1978","1978",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1979","1979",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1980","1980",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1981","1981",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1982","1982",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1983","1983",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1984","1984",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1985","1985",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1986","1986",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1987","1987",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1988","1988",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1989","1989",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1990","1990",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1991","1991",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1992","1992",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1993","1993",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1994","1994",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1995","1995",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1996","1996",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1997","1997",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1998","1998",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","1999","1999",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2000","2000",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2001","2001",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2002","2002",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2003","2003",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2004","2004",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2005","2005",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2006","2006",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2007","2007",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2008","2008",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2009","2009",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2010","2010",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2011","2011",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2012","2012",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2013","2013",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2014","2014",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2015","2015",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2016","2016",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","VAT","Holy See","2017","2017",,"a","Category not applicable"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","1994","1994",52.84448,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","1995","1995",53.27524,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","1997","1997",53.08488,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","1999","1999",53.06003,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2000","2000",53.55779,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2001","2001",53.25952,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2002","2002",54.30848,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2003","2003",54.45109,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2004","2004",56.28503,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2005","2005",55.40161,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2006","2006",55.49824,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2007","2007",54.12475,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2008","2008",54.38106,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2009","2009",54.59972,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2010","2010",54.20767,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2011","2011",53.50302,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2012","2012",53.54611,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2013","2013",53.78119,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2014","2014",53.42484,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","ERI","Eritrea","2015","2015",51.95947,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","1998","1998",44.59045,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2000","2000",47.39939,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2001","2001",46.55874,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2002","2002",45.63344,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2004","2004",45.70861,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2005","2005",45.71513,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2006","2006",43.72788,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2007","2007",43.69009,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2008","2008",44.09856,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2009","2009",45.70438,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2010","2010",47.16914,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2011","2011",46.29037,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2012","2012",46.87784,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2013","2013",45.42064,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2014","2014",44.73136,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2015","2015",44.52242,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","DNK","Denmark","2016","2016",42.87258,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","TCD","Chad","1998","1998",51.89117,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","TCD","Chad","1999","1999",52.44473,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","TCD","Chad","2000","2000",52.28845,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","TCD","Chad","2001","2001",52.59344,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","TCD","Chad","2002","2002",52.96561,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","TCD","Chad","2003","2003",53.41888,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","1999","1999",49.19909,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2000","2000",47.38644,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2001","2001",47.24831,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2002","2002",48.1134,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2003","2003",45.95063,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2004","2004",43.16235,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2005","2005",41.19126,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2013","2013",43.30982,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2014","2014",42.97165,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2015","2015",44.06198,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","JAM","Jamaica","2016","2016",43.48905,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","1970","1970",59.37664,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","1981","1981",55.34645,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","1995","1995",56.85749,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","1998","1998",54.36095,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","1999","1999",53.9459,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2000","2000",54.81366,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2001","2001",54.14527,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2002","2002",54.72167,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2004","2004",51.60206,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2005","2005",51.75789,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2006","2006",50.83191,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2007","2007",50.29541,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2008","2008",49.36132,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2009","2009",49.61026,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2010","2010",48.57842,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2011","2011",47.42286,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2012","2012",48.8319,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2013","2013",46.5705,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2014","2014",47.4926,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2015","2015",47.8736,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","PER","Peru","2016","2016",49.47374,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","MLI","Mali","2008","2008",53.31772,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","MLI","Mali","2009","2009",53.17116,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","MLI","Mali","2010","2010",53.0267,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","MLI","Mali","2011","2011",53.01723,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","MLI","Mali","2013","2013",52.99755,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","MLI","Mali","2014","2014",53.58331,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","MLI","Mali","2015","2015",52.43148,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","MLI","Mali","2016","2016",52.75457,,
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","UKR","Ukraine","2001","2001",31.26348,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","UKR","Ukraine","2002","2002",60.94812,"‡","UIS Estimation"
"FOFSTP_3","Out-of-school youth of upper secondary school age, percentage female (%)","UKR","Ukraine","2003","2003",95.67865,"‡","UIS Estimation"
